Data; Radiação global
2026/02/05; 560,5
2026/02/05; 1023,1
2026/02/05; 1574
2026/02/05; 2031,2
2026/02/05; 2451,8
2026/02/05; 3035,4
2026/02/05; 375,1
2026/02/05; 155,6
2026/02/05; 50,1
2026/02/05; 77,5
2026/02/05; 214,3
2026/02/05; 81,7
2026/02/05; 
2026/02/06; 
2026/02/06; 
2026/02/06; 
2026/02/06; 
2026/02/06; 
2026/02/06; 
2026/02/06; 
2026/02/06; 
2026/02/06; 
2026/02/06; 
2026/02/06; 73,2
2026/02/06; 235,3
2026/02/06; 762,8
2026/02/06; 2931
2026/02/06; 2232,7
2026/02/06; 2046,3
2026/02/06; 2607,5
2026/02/06; 2451,6
2026/02/06; 3432,4
2026/02/06; 2438,2
2026/02/06; 1573,6
2026/02/06; 789,1
2026/02/06; 80,9
2026/02/06; 
2026/02/07; 
2026/02/07; 
2026/02/07; 
2026/02/07; 
2026/02/07; 
2026/02/07; 
2026/02/07; 
2026/02/07; 
2026/02/07; 
2026/02/07; 
2026/02/07; 201
2026/02/07; 875,8
2026/02/07; 1784,5
2026/02/07; 1809
2026/02/07; 2339,1
2026/02/07; 2858
2026/02/07; 3382
2026/02/07; 2853,9
2026/02/07; 2515
2026/02/07; 2161,9
2026/02/07; 1655,3
2026/02/07; 820
2026/02/07; 127,3
2026/02/07; 
2026/02/08; 
2026/02/08; 
2026/02/08; 
2026/02/08; 
2026/02/08; 
2026/02/08; 
2026/02/08; 
2026/02/08; 
2026/02/08; 
2026/02/08; 
2026/02/08; 112,9
2026/02/08; 1023,3
2026/02/08; 1829,9
2026/02/08; 2653,3
2026/02/08; 2340,6
2026/02/08; 3770
2026/02/08; 3002,2
2026/02/08; 2617,1
2026/02/08; 1714,1
2026/02/08; 1630,4
2026/02/08; 1492,6
2026/02/08; 955,5
2026/02/08; 154,7
2026/02/08; 
2026/02/09; 
2026/02/09; 
2026/02/09; 
2026/02/09; 
2026/02/09; 
2026/02/09; 
2026/02/09; 
2026/02/09; 
2026/02/09; 
2026/02/09; 
2026/02/09; 342,5
2026/02/09; 792,8
2026/02/09; 1099
2026/02/09; 1601,3
2026/02/09; 2081,6
2026/02/09; 3619,4
2026/02/09; 2649,8
2026/02/09; 2883,2
2026/02/09; 2140,4
2026/02/09; 1271
2026/02/09; 947
2026/02/09; 422,8
2026/02/09; 40,2
2026/02/09; 
2026/02/10; 
2026/02/10; 
2026/02/10; 
2026/02/10; 
2026/02/10; 
2026/02/10; 
2026/02/10; 
2026/02/10; 
2026/02/10; 
2026/02/10; 
2026/02/10; 161,1
2026/02/10; 1310
2026/02/10; 1625,6
2026/02/10; 2762,2
2026/02/10; 3278,6
2026/02/10; 3359,9
2026/02/10; 2676,6
2026/02/10; 2812
2026/02/10; 2117
2026/02/10; 1239,1
2026/02/10; 1268
2026/02/10; 474,5
2026/02/10; 56,6
2026/02/10; 
2026/02/11; 
2026/02/11; 
2026/02/11; 
2026/02/11; 
2026/02/11; 
2026/02/11; 
2026/02/11; 
2026/02/11; 
2026/02/11; 
2026/02/11; 
2026/02/11; 81,5
2026/02/11; 373,3
2026/02/11; 1017,4
2026/02/11; 1211,7
2026/02/11; 1644,6
2026/02/11; 2408,2
2026/02/11; 3072,9
2026/02/11; 1776,5
2026/02/11; 274,9
2026/02/11; 339,4
2026/02/11; 299,7
2026/02/11; 223,1
2026/02/11; 35,4
2026/02/11; 
2026/02/12; 
2026/02/12; 
2026/02/12; 
2026/02/12; 
2026/02/12; 
2026/02/12; 
2026/02/12; 
2026/02/12; 
2026/02/12; 
2026/02/12; 
2026/02/12; 240,4
2026/02/12; 1131,3
2026/02/12; 2008,1
2026/02/12; 2668,8
2026/02/12; 2300,5
2026/02/12; 2339,9
2026/02/12; 2944,5
2026/02/12; 2527,1
2026/02/12; 2201,2
2026/02/12; 1062,7
2026/02/12; 1535,7
2026/02/12; 495,3
2026/02/12; 43,1
2026/02/12; 
2026/02/13; 
2026/02/13; 
2026/02/13; 
2026/02/13; 
2026/02/13; 
2026/02/13; 
2026/02/13; 
2026/02/13; 
2026/02/13; 
2026/02/13; 
2026/02/13; 180,2
2026/02/13; 1132,3
2026/02/13; 2516
2026/02/13; 2446,2
2026/02/13; 2855,9
2026/02/13; 3571,2
2026/02/13; 3127,9
2026/02/13; 3745,5
2026/02/13; 3162,2
2026/02/13; 2368,7
2026/02/13; 1606,2
2026/02/13; 784,7
2026/02/13; 98,9
2026/02/13; 
2026/02/14; 
2026/02/14; 
2026/02/14; 
2026/02/14; 
2026/02/14; 
2026/02/14; 
2026/02/14; 
2026/02/14; 
2026/02/14; 
2026/02/14; 
2026/02/14; 166,3
2026/02/14; 1010,8
2026/02/14; 1829
2026/02/14; 2579,4
2026/02/14; 3452,4
2026/02/14; 3227,9
2026/02/14; 3422,6
2026/02/14; 2778,3
2026/02/14; 2508,6
2026/02/14; 2304,2
2026/02/14; 1367
2026/02/14; 815,3
2026/02/14; 73,4
2026/02/14; 
2026/02/15; 
2026/02/15; 
2026/02/15; 
2026/02/15; 
2026/02/15; 
2026/02/15; 
2026/02/15; 
2026/02/15; 
2026/02/15; 
2026/02/15; 
2026/02/15; 201,1
2026/02/15; 1036,6
2026/02/15; 1966,2
2026/02/15; 2795,8
2026/02/15; 3495,1
2026/02/15; 2706,8
2026/02/15; 3326,6
2026/02/15; 2998,5
2026/02/15; 3299,4
2026/02/15; 2560,7
2026/02/15; 1629,4
2026/02/15; 939,4
2026/02/15; 109,3
2026/02/15; 
2026/02/16; 
2026/02/16; 
2026/02/16; 
2026/02/16; 
2026/02/16; 
2026/02/16; 
2026/02/16; 
2026/02/16; 
2026/02/16; 
2026/02/16; 
2026/02/16; 211,7
2026/02/16; 1076,1
2026/02/16; 1984,7
2026/02/16; 2762,6
2026/02/16; 3046
2026/02/16; 2910,5
2026/02/16; 4132,7
2026/02/16; 3686,7
2026/02/16; 1816,9
2026/02/16; 1671,1
2026/02/16; 1813,9
2026/02/16; 559,4
2026/02/16; 108,1
2026/02/16; 
2026/02/17; 
2026/02/17; 
2026/02/17; 
2026/02/17; 
2026/02/17; 
2026/02/17; 
2026/02/17; 
2026/02/17; 
2026/02/17; 
2026/02/17; 
2026/02/17; 195,3
2026/02/17; 1037,5
2026/02/17; 1970,6
2026/02/17; 2782,2
2026/02/17; 3299,6
2026/02/17; 2933,7
2026/02/17; 3273,8
2026/02/17; 3228
2026/02/17; 3496,8
2026/02/17; 2272
2026/02/17; 1849,7
2026/02/17; 840,2
2026/02/17; 46
2026/02/17; 
2026/02/18; 
2026/02/18; 
2026/02/18; 
2026/02/18; 
2026/02/18; 
2026/02/18; 
2026/02/18; 
2026/02/18; 
2026/02/18; 
2026/02/18; 
2026/02/18; 195
2026/02/18; 985,3
2026/02/18; 1665,8
2026/02/18; 2607,2
2026/02/18; 1927
2026/02/18; 3182
2026/02/18; 2858
2026/02/18; 3107
2026/02/18; 1716,6
2026/02/18; 2245,5
2026/02/18; 1800,9
2026/02/18; 239,4
2026/02/18; 4,7
2026/02/18; 
2026/02/19; 
2026/02/19; 
2026/02/19; 
2026/02/19; 
2026/02/19; 
2026/02/19; 
2026/02/19; 
2026/02/19; 
2026/02/19; 
2026/02/19; 
2026/02/19; 77,5
2026/02/19; 625,1
2026/02/19; 1974,7
2026/02/19; 2730,5
2026/02/19; 3286,9
2026/02/19; 2999,5
2026/02/19; 2712,4
2026/02/19; 3867,3
2026/02/19; 3454,2
2026/02/19; 2325,1
2026/02/19; 344,8
2026/02/19; 105,6
2026/02/19; 13
2026/02/19; 
2026/02/20; 
2026/02/20; 
2026/02/20; 
2026/02/20; 
2026/02/20; 
2026/02/20; 
2026/02/20; 
2026/02/20; 
2026/02/20; 
2026/02/20; 
2026/02/20; 23,3
2026/02/20; 93,3
2026/02/20; 108
2026/02/20; 577,2
2026/02/20; 1959,8
2026/02/20; 3119,7
2026/02/20; 3730,5
2026/02/20; 1976,5
2026/02/20; 1155,4
2026/02/20; 2404,5
2026/02/20; 1762,8
2026/02/20; 894,6
2026/02/20; 46,5
2026/02/20; 
2026/02/21; 
2026/02/21; 
2026/02/21; 
2026/02/21; 
2026/02/21; 
2026/02/21; 
2026/02/21; 
2026/02/21; 
2026/02/21; 
2026/02/21; 
2026/02/21; 83,1
2026/02/21; 350,5
2026/02/21; 708,2
2026/02/21; 1430,6
2026/02/21; 1678,7
2026/02/21; 1032,7
2026/02/21; 1682,6
2026/02/21; 1562,8
2026/02/21; 1385,1
2026/02/21; 2174,4
2026/02/21; 915,2
2026/02/21; 370,1
2026/02/21; 49,6
2026/02/21; 
2026/02/22; 
2026/02/22; 
2026/02/22; 
2026/02/22; 
2026/02/22; 
2026/02/22; 
2026/02/22; 
2026/02/22; 
2026/02/22; 
2026/02/22; 
2026/02/22; 37,1
2026/02/22; 310,9
2026/02/22; 1455,9
2026/02/22; 838,2
2026/02/22; 2100,3
2026/02/22; 2746,9
2026/02/22; 2514,5
2026/02/22; 3490,6
2026/02/22; 2396,5
2026/02/22; 1953,3
2026/02/22; 1348,7
2026/02/22; 629,2
2026/02/22; 53,2
2026/02/22; 
2026/02/23; 
2026/02/23; 
2026/02/23; 
2026/02/23; 
2026/02/23; 
2026/02/23; 
2026/02/23; 
2026/02/23; 
2026/02/23; 
2026/02/23; 
2026/02/23; 47,6
2026/02/23; 381,3
2026/02/23; 521
2026/02/23; 1119,3
2026/02/23; 1437,2
2026/02/23; 1761,8
2026/02/23; 2528,1
2026/02/23; 3229,2
2026/02/23; 1345,8
2026/02/23; 916
2026/02/23; 895,7
2026/02/23; 406,3
2026/02/23; 29,4
2026/02/23; 
2026/02/24; 
2026/02/24; 
2026/02/24; 
2026/02/24; 
2026/02/24; 
2026/02/24; 
2026/02/24; 
2026/02/24; 
2026/02/24; 
2026/02/24; 
2026/02/24; 56
2026/02/24; 257,3
2026/02/24; 606,2
2026/02/24; 823,3
2026/02/24; 1119,9
2026/02/24; 2016,3
2026/02/24; 1847,6
2026/02/24; 1596,2
2026/02/24; 1936,6
2026/02/24; 1924,3
2026/02/24; 1202,5
2026/02/24; 337,1
2026/02/24; 81,1
2026/02/24; 
2026/02/25; 
2026/02/25; 
2026/02/25; 
2026/02/25; 
2026/02/25; 
2026/02/25; 
2026/02/25; 
2026/02/25; 
2026/02/25; 
2026/02/25; 
2026/02/25; 64,9
2026/02/25; 429,4
2026/02/25; 507,2
2026/02/25; 1670,1
2026/02/25; 2430
2026/02/25; 2129,3
2026/02/25; 2917,9
2026/02/25; 2168,2
2026/02/25; 2145,6
2026/02/25; 1924,7
2026/02/25; 1210,5
2026/02/25; 394,2
2026/02/25; 65,7
2026/02/25; 
2026/02/26; 
2026/02/26; 
2026/02/26; 
2026/02/26; 
2026/02/26; 
2026/02/26; 
2026/02/26; 
2026/02/26; 
2026/02/26; 
2026/02/26; 
2026/02/26; 51,6
2026/02/26; 302,4
2026/02/26; 1105,2
2026/02/26; 1678,5
2026/02/26; 2025,5
2026/02/26; 2215,2
2026/02/26; 2338,1
2026/02/26; 2468,3
2026/02/26; 1077,4
2026/02/26; 1371,9
2026/02/26; 1190,9
2026/02/26; 439,4
2026/02/26; 34,7
2026/02/26; 
2026/02/27; 
2026/02/27; 
2026/02/27; 
2026/02/27; 
2026/02/27; 
2026/02/27; 
2026/02/27; 
2026/02/27; 
2026/02/27; 
2026/02/27; 
2026/02/27; 60,1
2026/02/27; 732,3
2026/02/27; 996,3
2026/02/27; 1923,4
2026/02/27; 1825,4
2026/02/27; 2309,8
2026/02/27; 2176,7
2026/02/27; 2420,9
2026/02/27; 2470,1
2026/02/27; 493,5
2026/02/27; 137,7
2026/02/27; 69,1
2026/02/27; 23
2026/02/27; 
2026/02/28; 
2026/02/28; 
2026/02/28; 
2026/02/28; 
2026/02/28; 
2026/02/28; 
2026/02/28; 
2026/02/28; 
2026/02/28; 
2026/02/28; 
2026/02/28; 9
2026/02/28; 191,7
2026/02/28; 714,4
2026/02/28; 1547,1
2026/02/28; 2418,8
2026/02/28; 737,1
2026/02/28; 2775,6
2026/02/28; 3306,3
2026/02/28; 2354,7
2026/02/28; 1915,9
2026/02/28; 1812,2
2026/02/28; 829,2
2026/02/28; 87,5
2026/02/28; 
