Data; Radiação global
2026/04/12; 
2026/04/12; 43,5
2026/04/12; 238,1
2026/04/12; 886,2
2026/04/12; 1408
2026/04/12; 1746,3
2026/04/12; 2616,2
2026/04/12; 3498,7
2026/04/12; 3240,6
2026/04/12; 2677,2
2026/04/12; 2047,1
2026/04/12; 910,6
2026/04/12; 311,6
2026/04/12; 
2026/04/12; 
2026/04/13; 
2026/04/13; 
2026/04/13; 
2026/04/13; 
2026/04/13; 
2026/04/13; 
2026/04/13; 
2026/04/13; 
2026/04/13; 
2026/04/13; 
2026/04/13; 42,4
2026/04/13; 280,6
2026/04/13; 538,1
2026/04/13; 843,4
2026/04/13; 1931,8
2026/04/13; 2263,6
2026/04/13; 3177,1
2026/04/13; 3011,5
2026/04/13; 2231
2026/04/13; 1628,7
2026/04/13; 906,3
2026/04/13; 108,2
2026/04/13; 
2026/04/13; 
2026/04/14; 
2026/04/14; 
2026/04/14; 
2026/04/14; 
2026/04/14; 
2026/04/14; 
2026/04/14; 
2026/04/14; 
2026/04/14; 
2026/04/14; 
2026/04/14; 61,5
2026/04/14; 458
2026/04/14; 936,8
2026/04/14; 1193,1
2026/04/14; 2262
2026/04/14; 3063,8
2026/04/14; 3201,3
2026/04/14; 2601,5
2026/04/14; 2428,1
2026/04/14; 1655,8
2026/04/14; 615,8
2026/04/14; 70,9
2026/04/14; 
2026/04/14; 
2026/04/15; 
2026/04/15; 
2026/04/15; 
2026/04/15; 
2026/04/15; 
2026/04/15; 
2026/04/15; 
2026/04/15; 
2026/04/15; 
2026/04/15; 
2026/04/15; 66,8
2026/04/15; 558,5
2026/04/15; 1663,2
2026/04/15; 2447,4
2026/04/15; 2594,4
2026/04/15; 2234,9
2026/04/15; 1333,3
2026/04/15; 1744,2
2026/04/15; 664,2
2026/04/15; 751,3
2026/04/15; 245,2
2026/04/15; 106
2026/04/15; 
2026/04/15; 
2026/04/16; 
2026/04/16; 
2026/04/16; 
2026/04/16; 
2026/04/16; 
2026/04/16; 
2026/04/16; 
2026/04/16; 
2026/04/16; 
2026/04/16; 
2026/04/16; 80,9
2026/04/16; 771,1
2026/04/16; 1797
2026/04/16; 1974,9
2026/04/16; 1146,8
2026/04/16; 1454
2026/04/16; 1680,3
2026/04/16; 2309
2026/04/16; 1830,9
2026/04/16; 1437,8
2026/04/16; 370,7
2026/04/16; 104,3
2026/04/16; 
2026/04/16; 
2026/04/17; 
2026/04/17; 
2026/04/17; 
2026/04/17; 
2026/04/17; 
2026/04/17; 
2026/04/17; 
2026/04/17; 
2026/04/17; 
2026/04/17; 
2026/04/17; 38,1
2026/04/17; 315,7
2026/04/17; 600,6
2026/04/17; 852,3
2026/04/17; 931,6
2026/04/17; 1603,2
2026/04/17; 1980,9
2026/04/17; 2012,7
2026/04/17; 1499,3
2026/04/17; 1075,6
2026/04/17; 755,8
2026/04/17; 178,5
2026/04/17; 
2026/04/17; 
2026/04/18; 
2026/04/18; 
2026/04/18; 
2026/04/18; 
2026/04/18; 
2026/04/18; 
2026/04/18; 
2026/04/18; 
2026/04/18; 
2026/04/18; 
2026/04/18; 56,2
2026/04/18; 775,7
2026/04/18; 1636,1
2026/04/18; 2226,2
2026/04/18; 2433,1
2026/04/18; 2636,6
2026/04/18; 2543,3
2026/04/18; 2801,9
2026/04/18; 2467,2
2026/04/18; 1580
2026/04/18; 1134,3
2026/04/18; 239
2026/04/18; 
2026/04/18; 
2026/04/19; 
2026/04/19; 
2026/04/19; 
2026/04/19; 
2026/04/19; 
2026/04/19; 
2026/04/19; 
2026/04/19; 
2026/04/19; 
2026/04/19; 
2026/04/19; 63,7
2026/04/19; 820,1
2026/04/19; 1684,5
2026/04/19; 2432,3
2026/04/19; 2977,5
2026/04/19; 3285,3
2026/04/19; 3312,1
2026/04/19; 2840,6
2026/04/19; 2662,4
2026/04/19; 1946
2026/04/19; 1079,9
2026/04/19; 132,8
2026/04/19; 
2026/04/19; 
2026/04/20; 
2026/04/20; 
2026/04/20; 
2026/04/20; 
2026/04/20; 
2026/04/20; 
2026/04/20; 
2026/04/20; 
2026/04/20; 
2026/04/20; 
2026/04/20; 81,5
2026/04/20; 745,5
2026/04/20; 1627,6
2026/04/20; 2339,6
2026/04/20; 2899,1
2026/04/20; 2617,4
2026/04/20; 2968,2
2026/04/20; 2360,6
2026/04/20; 1807
2026/04/20; 1200,4
2026/04/20; 577,3
2026/04/20; 74,1
2026/04/20; 
2026/04/20; 
2026/04/21; 
2026/04/21; 
2026/04/21; 
2026/04/21; 
2026/04/21; 
2026/04/21; 
2026/04/21; 
2026/04/21; 
2026/04/21; 
2026/04/21; 
2026/04/21; 70
2026/04/21; 678,4
2026/04/21; 1238
2026/04/21; 2323,3
2026/04/21; 2910,2
2026/04/21; 2641,8
2026/04/21; 2741,8
2026/04/21; 2289,2
2026/04/21; 1627
2026/04/21; 628,8
2026/04/21; 731,2
2026/04/21; 211,7
2026/04/21; 
2026/04/21; 
2026/04/22; 
2026/04/22; 
2026/04/22; 
2026/04/22; 
2026/04/22; 
2026/04/22; 
2026/04/22; 
2026/04/22; 
2026/04/22; 
2026/04/22; 
2026/04/22; 72
2026/04/22; 772,8
2026/04/22; 1636,6
2026/04/22; 2341,2
2026/04/22; 2899,7
2026/04/22; 2790,1
2026/04/22; 2051,1
2026/04/22; 3232,7
2026/04/22; 1814,5
2026/04/22; 1771,8
2026/04/22; 930,2
2026/04/22; 246,5
2026/04/22; 
2026/04/22; 
2026/04/23; 
2026/04/23; 
2026/04/23; 
2026/04/23; 
2026/04/23; 
2026/04/23; 
2026/04/23; 
2026/04/23; 
2026/04/23; 
2026/04/23; 
2026/04/23; 67,9
2026/04/23; 780,4
2026/04/23; 1614,4
2026/04/23; 2362,7
2026/04/23; 2875,1
2026/04/23; 3238,2
2026/04/23; 3173
2026/04/23; 2201
2026/04/23; 2101,1
2026/04/23; 1278,8
2026/04/23; 1055,7
2026/04/23; 240,5
2026/04/23; 
2026/04/23; 
2026/04/24; 
2026/04/24; 
2026/04/24; 
2026/04/24; 
2026/04/24; 
2026/04/24; 
2026/04/24; 
2026/04/24; 
2026/04/24; 
2026/04/24; 
2026/04/24; 69,6
2026/04/24; 786,2
2026/04/24; 1627,2
2026/04/24; 2372
2026/04/24; 2658,9
2026/04/24; 2845,5
2026/04/24; 2512,3
2026/04/24; 2568,7
2026/04/24; 2652,2
2026/04/24; 1858,7
2026/04/24; 1085,3
2026/04/24; 226,5
2026/04/24; 
2026/04/24; 
2026/04/25; 
2026/04/25; 
2026/04/25; 
2026/04/25; 
2026/04/25; 
2026/04/25; 
2026/04/25; 
2026/04/25; 
2026/04/25; 
2026/04/25; 
2026/04/25; 64,4
2026/04/25; 756,9
2026/04/25; 1588,6
2026/04/25; 2343,4
2026/04/25; 2804,3
2026/04/25; 3241,1
2026/04/25; 2485,3
2026/04/25; 2414,4
2026/04/25; 1370,6
2026/04/25; 1559,2
2026/04/25; 601,7
2026/04/25; 203,1
2026/04/25; 
2026/04/25; 
2026/04/26; 
2026/04/26; 
2026/04/26; 
2026/04/26; 
2026/04/26; 
2026/04/26; 
2026/04/26; 
2026/04/26; 
2026/04/26; 
2026/04/26; 
2026/04/26; 22,6
2026/04/26; 155,3
2026/04/26; 1136,5
2026/04/26; 2287,3
2026/04/26; 2767,8
2026/04/26; 3189,3
2026/04/26; 3370,7
2026/04/26; 3022,8
2026/04/26; 848,1
2026/04/26; 1679,3
2026/04/26; 766,1
2026/04/26; 47
2026/04/26; 
2026/04/26; 
2026/04/27; 
2026/04/27; 
2026/04/27; 
2026/04/27; 
2026/04/27; 
2026/04/27; 
2026/04/27; 
2026/04/27; 
2026/04/27; 
2026/04/27; 
2026/04/27; 60,8
2026/04/27; 663,3
2026/04/27; 1104,6
2026/04/27; 1493,2
2026/04/27; 2556,6
2026/04/27; 2421,9
2026/04/27; 2119,3
2026/04/27; 2761
2026/04/27; 2015,7
2026/04/27; 1567,2
2026/04/27; 632,1
2026/04/27; 70,8
2026/04/27; 
2026/04/27; 
2026/04/28; 
2026/04/28; 
2026/04/28; 
2026/04/28; 
2026/04/28; 
2026/04/28; 
2026/04/28; 
2026/04/28; 
2026/04/28; 
2026/04/28; 
2026/04/28; 72,5
2026/04/28; 758,8
2026/04/28; 1598,7
2026/04/28; 2163,5
2026/04/28; 2780,3
2026/04/28; 3105,9
2026/04/28; 2684,7
2026/04/28; 2629,4
2026/04/28; 2663,6
2026/04/28; 1804,6
2026/04/28; 999,7
2026/04/28; 196,3
2026/04/28; 
2026/04/28; 
2026/04/29; 
2026/04/29; 
2026/04/29; 
2026/04/29; 
2026/04/29; 
2026/04/29; 
2026/04/29; 
2026/04/29; 
2026/04/29; 
2026/04/29; 
2026/04/29; 80,5
2026/04/29; 776,5
2026/04/29; 1621,5
2026/04/29; 2358,1
2026/04/29; 2881,3
2026/04/29; 3234
2026/04/29; 3242,3
2026/04/29; 2955,2
2026/04/29; 2486,1
2026/04/29; 1805,3
2026/04/29; 1028,9
2026/04/29; 194,4
2026/04/29; 
2026/04/29; 
2026/04/30; 
2026/04/30; 
2026/04/30; 
2026/04/30; 
2026/04/30; 
2026/04/30; 
2026/04/30; 
2026/04/30; 
2026/04/30; 
2026/04/30; 
2026/04/30; 84,2
2026/04/30; 801,1
2026/04/30; 1624,7
2026/04/30; 2356,9
2026/04/30; 2736,3
2026/04/30; 2899,9
2026/04/30; 2894,5
2026/04/30; 2732,2
2026/04/30; 2492,6
2026/04/30; 1796,7
2026/04/30; 979,1
2026/04/30; 184,2
2026/04/30; 
2026/04/30; 
